23:31:51 : Error occured With n_samples=0, test_size=0.25 and train_size=None, the resulting train set will be empty. Adjust any of the aforementioned parameters. 
23:31:51 : Traceback (most recent call last):
  File "C:\Users\bt22aak\OneDrive - University of Hertfordshire\ProjectWorkables\MscProjectRepo\smt_repo\Exp7_4_LateFusion_HighRes.py", line 632, in <module>
    train_idx_raw, val_idx_raw = train_test_split(range(len(train_val_dataset_raw)), test_size=0.25, random_state=42, stratify=train_val_dataset_raw.labels)
  File "C:\Users\bt22aak\AppData\Roaming\Python\Python310\site-packages\sklearn\utils\_param_validation.py", line 211, in wrapper
    return func(*args, **kwargs)
  File "C:\Users\bt22aak\AppData\Roaming\Python\Python310\site-packages\sklearn\model_selection\_split.py", line 2617, in train_test_split
    n_train, n_test = _validate_shuffle_split(
  File "C:\Users\bt22aak\AppData\Roaming\Python\Python310\site-packages\sklearn\model_selection\_split.py", line 2273, in _validate_shuffle_split
    raise ValueError(
ValueError: With n_samples=0, test_size=0.25 and train_size=None, the resulting train set will be empty. Adjust any of the aforementioned parameters.
 
23:31:51 : ****************************** 
23:42:03 : Sample path is  C:/Users/bt22aak/GPU_DS/Exp_6_3_Baseline_128x96_80_split/balanced 
23:47:57 : Sample raw path is  C:/Users/bt22aak/GPU_DS/Exp_6_3_Baseline_128x96_80_split/balanced 
23:47:57 : Sample of path is  C:/Users/bt22aak/GPU_DS/Exp_6_2_BG+OF_Baseline_80_Split/balanced 
23:49:20 : Running on GPU 
23:49:20 : Model is CNN_Orig_LateFusion_b32e50L0.0001 
23:49:21 : Saved Model Path is ./Results/Exp7_4_LateFusion_HighRes/CNN_Orig_LateFusion/CNN_Orig_LateFusion_b32e50L0.0001.pth 
23:49:21 : No saved model found. Training a new model. 
23:52:06 : Epoch [1/50], Loss: 0.6681, Accuracy: 0.8120, Precision: 0.7385, Recall: 0.9661, Specificity: 0.6580, F1-Score: 0.8371 
00:23:18 : Epoch [13/50], Loss: 0.3169, Accuracy: 0.9726, Precision: 0.9480, Recall: 1.0000, Specificity: 0.9452, F1-Score: 0.9733 
00:25:54 : Epoch [14/50], Loss: 0.3142, Accuracy: 0.9752, Precision: 0.9946, Recall: 0.9556, Specificity: 0.9948, F1-Score: 0.9747 
00:28:30 : Epoch [15/50], Loss: 0.3161, Accuracy: 0.9830, Precision: 0.9818, Recall: 0.9843, Specificity: 0.9817, F1-Score: 0.9831 
00:31:05 : Epoch [16/50], Loss: 0.3407, Accuracy: 0.9282, Precision: 0.8744, Recall: 1.0000, Specificity: 0.8564, F1-Score: 0.9330 
00:33:41 : Epoch [17/50], Loss: 0.3156, Accuracy: 0.9204, Precision: 1.0000, Recall: 0.8407, Specificity: 1.0000, F1-Score: 0.9135 
00:36:17 : Epoch [18/50], Loss: 0.3136, Accuracy: 0.9125, Precision: 1.0000, Recall: 0.8251, Specificity: 1.0000, F1-Score: 0.9041 
00:38:53 : Epoch [19/50], Loss: 0.3207, Accuracy: 0.9295, Precision: 1.0000, Recall: 0.8590, Specificity: 1.0000, F1-Score: 0.9242 
00:41:29 : Epoch [20/50], Loss: 0.3142, Accuracy: 0.9517, Precision: 0.9943, Recall: 0.9086, Specificity: 0.9948, F1-Score: 0.9495 
00:44:05 : Epoch [21/50], Loss: 0.3520, Accuracy: 0.8159, Precision: 0.7309, Recall: 1.0000, Specificity: 0.6319, F1-Score: 0.8445 
00:46:41 : Epoch [22/50], Loss: 0.3511, Accuracy: 0.7859, Precision: 1.0000, Recall: 0.5718, Specificity: 1.0000, F1-Score: 0.7276 
00:49:17 : Epoch [23/50], Loss: 0.3139, Accuracy: 0.5026, Precision: 0.5013, Recall: 1.0000, Specificity: 0.0052, F1-Score: 0.6678 
00:51:53 : Epoch [24/50], Loss: 0.3534, Accuracy: 0.5744, Precision: 0.5402, Recall: 1.0000, Specificity: 0.1488, F1-Score: 0.7015 
00:54:29 : Epoch [25/50], Loss: 0.3261, Accuracy: 0.9752, Precision: 0.9815, Recall: 0.9687, Specificity: 0.9817, F1-Score: 0.9750 
00:58:17 : Epoch [26/50], Loss: 0.3347, Accuracy: 0.5000, Precision: 0.0000, Recall: 0.0000, Specificity: 1.0000, F1-Score: 0.0000 
01:01:01 : Epoch [27/50], Loss: 0.3140, Accuracy: 0.9099, Precision: 0.9968, Recall: 0.8225, Specificity: 0.9974, F1-Score: 0.9013 
01:03:44 : Epoch [28/50], Loss: 0.3174, Accuracy: 0.8355, Precision: 0.7525, Recall: 1.0000, Specificity: 0.6710, F1-Score: 0.8587 
01:06:27 : Epoch [29/50], Loss: 0.3140, Accuracy: 0.9595, Precision: 1.0000, Recall: 0.9191, Specificity: 1.0000, F1-Score: 0.9578 
01:09:09 : Epoch [30/50], Loss: 0.3136, Accuracy: 0.5013, Precision: 0.5007, Recall: 1.0000, Specificity: 0.0026, F1-Score: 0.6672 
01:11:52 : Epoch [31/50], Loss: 0.3427, Accuracy: 0.7115, Precision: 1.0000, Recall: 0.4230, Specificity: 1.0000, F1-Score: 0.5945 
01:14:35 : Epoch [32/50], Loss: 0.3174, Accuracy: 0.9517, Precision: 0.9119, Recall: 1.0000, Specificity: 0.9034, F1-Score: 0.9539 
01:17:17 : Epoch [33/50], Loss: 0.3147, Accuracy: 0.6175, Precision: 1.0000, Recall: 0.2350, Specificity: 1.0000, F1-Score: 0.3805 
01:20:00 : Epoch [34/50], Loss: 0.3184, Accuracy: 0.9791, Precision: 0.9717, Recall: 0.9869, Specificity: 0.9713, F1-Score: 0.9793 
01:22:42 : Epoch [35/50], Loss: 0.3351, Accuracy: 0.5144, Precision: 0.5073, Recall: 1.0000, Specificity: 0.0287, F1-Score: 0.6731 
01:25:25 : Epoch [36/50], Loss: 0.3135, Accuracy: 0.9700, Precision: 0.9972, Recall: 0.9426, Specificity: 0.9974, F1-Score: 0.9691 
01:28:06 : Epoch [37/50], Loss: 0.3136, Accuracy: 0.9661, Precision: 0.9364, Recall: 1.0000, Specificity: 0.9321, F1-Score: 0.9672 
01:30:46 : Epoch [38/50], Loss: 0.3135, Accuracy: 0.5117, Precision: 0.5059, Recall: 1.0000, Specificity: 0.0235, F1-Score: 0.6719 
01:33:26 : Epoch [39/50], Loss: 0.3134, Accuracy: 0.9621, Precision: 0.9917, Recall: 0.9321, Specificity: 0.9922, F1-Score: 0.9610 
01:36:06 : Epoch [40/50], Loss: 0.3492, Accuracy: 0.9883, Precision: 0.9895, Recall: 0.9869, Specificity: 0.9896, F1-Score: 0.9882 
01:38:46 : Epoch [41/50], Loss: 0.3133, Accuracy: 0.8577, Precision: 1.0000, Recall: 0.7154, Specificity: 1.0000, F1-Score: 0.8341 
01:41:25 : Epoch [42/50], Loss: 0.3142, Accuracy: 0.9909, Precision: 0.9896, Recall: 0.9922, Specificity: 0.9896, F1-Score: 0.9909 
01:44:06 : Epoch [43/50], Loss: 0.3134, Accuracy: 0.9804, Precision: 0.9868, Recall: 0.9739, Specificity: 0.9869, F1-Score: 0.9803 
01:46:45 : Epoch [44/50], Loss: 0.3136, Accuracy: 0.9869, Precision: 0.9770, Recall: 0.9974, Specificity: 0.9765, F1-Score: 0.9871 
01:49:25 : Epoch [45/50], Loss: 0.3133, Accuracy: 0.9739, Precision: 0.9504, Recall: 1.0000, Specificity: 0.9478, F1-Score: 0.9746 
01:52:05 : Epoch [46/50], Loss: 0.3145, Accuracy: 0.9504, Precision: 0.9097, Recall: 1.0000, Specificity: 0.9008, F1-Score: 0.9527 
01:54:45 : Epoch [47/50], Loss: 0.3177, Accuracy: 0.9269, Precision: 1.0000, Recall: 0.8538, Specificity: 1.0000, F1-Score: 0.9211 
01:57:25 : Epoch [48/50], Loss: 0.3133, Accuracy: 0.5836, Precision: 1.0000, Recall: 0.1671, Specificity: 1.0000, F1-Score: 0.2864 
02:00:05 : Epoch [49/50], Loss: 0.3166, Accuracy: 0.7650, Precision: 0.6803, Recall: 1.0000, Specificity: 0.5300, F1-Score: 0.8097 
02:02:45 : Epoch [50/50], Loss: 0.3133, Accuracy: 0.5718, Precision: 1.0000, Recall: 0.1436, Specificity: 1.0000, F1-Score: 0.2511 
02:12:00 : Test Loss: 0.1596, Test Accuracy: 0.9940, Test Precision: 0.7907, Test Recall: 0.0885, Test Specificity: 0.9998, Test F1-Score: 0.1593 
02:12:00 : Total Time taken: 8642.6455421 Seconds 
02:12:00 : process completed 
